2019-10-27 01:23:39,1188264965930700801
2019-10-26 20:26:34,1188190202851926019
2019-10-26 20:26:34,1188190202004754432
2019-10-26 20:20:04,1188188568654696448
2019-10-26 20:20:04,1188188567773822977
2019-10-26 20:17:18,1188187872114946054
2019-10-26 20:17:18,1188187870877618176
2019-10-26 14:43:01,1188103745525243904
2019-10-26 14:41:18,1188103311653769216
2019-10-26 13:54:33,1188091546513616897
2019-10-26 12:18:29,1188067370478309378
2019-10-26 12:18:28,1188067369501052929
2019-10-26 12:18:28,1188067368620167168
2019-10-26 11:44:09,1188058730685972480
2019-10-26 11:29:04,1188054937839775744
2019-10-26 11:29:04,1188054936942198784
2019-10-26 11:23:09,1188053446215323650
2019-10-26 11:21:15,1188052969813614592
2019-10-26 11:12:22,1188050732999729152
2019-10-26 11:12:19,1188050720223911937
2019-10-26 11:09:29,1188050006319751174
2019-10-26 11:02:32,1188048259627081728
2019-10-26 11:02:32,1188048258255540224
2019-10-26 11:02:32,1188048257177587712
2019-10-26 11:02:31,1188048255797608449
2019-10-26 03:39:54,1187936868299608065
2019-10-26 03:28:34,1187934016235888641
2019-10-26 03:21:10,1187932151171469312
2019-10-26 03:20:08,1187931894362583041
2019-10-26 03:19:43,1187931787172990976
2019-10-26 03:19:33,1187931743724146689
2019-10-26 03:18:41,1187931525591060480
2019-10-26 03:17:39,1187931266454302720
2019-10-26 03:17:23,1187931200645664768
2019-10-26 02:23:14,1187917572102078465
2019-10-25 23:41:27,1187876859301761025
2019-10-25 23:40:48,1187876694859882503
2019-10-25 23:39:42,1187876420342689792
2019-10-25 23:38:28,1187876109544759296
2019-10-25 23:33:42,1187874908660998144
2019-10-25 23:30:35,1187874124976271362
2019-10-25 23:30:35,1187874122279337987
2019-10-25 22:39:16,1187861209942495234
2019-10-25 21:10:26,1187838852255244288
2019-10-25 21:10:25,1187838848732020737
2019-10-25 20:43:20,1187832036167303169
2019-10-25 20:42:20,1187831782500003840
2019-10-25 20:42:10,1187831740200448001
2019-10-25 20:41:49,1187831652975702016
2019-10-25 20:41:33,1187831587217395712
2019-10-25 20:41:00,1187831448377495552
2019-10-25 20:40:45,1187831383395205120
2019-10-25 20:40:31,1187831326239444993
2019-10-25 20:40:19,1187831276352368640
2019-10-25 20:40:00,1187831196467646464
2019-10-25 20:39:51,1187831158530134017
2019-10-25 20:39:37,1187831100208377856
2019-10-25 20:39:21,1187831030612250624
2019-10-25 20:38:27,1187830804325392385
2019-10-25 19:51:43,1187819045690773504
2019-10-25 17:57:25,1187790279765647361
2019-10-25 17:35:13,1187784694382743552
2019-10-25 17:30:21,1187783467389444096
2019-10-25 16:22:09,1187766306365411329
2019-10-25 12:54:24,1187714024378646531
2019-10-25 12:32:06,1187708412685107200
2019-10-25 12:32:06,1187708411309375488
2019-10-25 12:32:06,1187708410579603461
2019-10-25 12:15:58,1187704353324503040
2019-10-25 12:12:23,1187703447744843776
2019-10-25 02:10:02,1187551862616141824
2019-10-25 02:08:26,1187551461808492544
2019-10-25 02:08:24,1187551451775750144
2019-10-25 02:07:37,1187551256371515392
2019-10-25 02:07:23,1187551194308403201
2019-10-25 01:52:32,1187547459700121600
2019-10-24 22:01:07,1187489220501430272
2019-10-24 21:24:34,1187480024024264704
2019-10-24 15:48:47,1187395521805275137
2019-10-24 15:25:23,1187389630271934464
2019-10-24 14:28:54,1187375419022069761
2019-10-24 14:20:02,1187373187820130306
2019-10-24 04:40:13,1187227271935021057
2019-10-24 04:32:45,1187225389892022273
2019-10-24 04:29:33,1187224585663635456
2019-10-24 04:26:47,1187223889170042881
2019-10-24 04:26:23,1187223788972335104
2019-10-24 04:20:27,1187222295556874241
2019-10-24 03:59:32,1187217033164967939
2019-10-23 21:19:33,1187116372997922821
2019-10-23 21:12:06,1187114497384898560
2019-10-23 19:01:02,1187081515051601920
2019-10-23 18:58:44,1187080935373713408
2019-10-23 18:58:41,1187080923961012228
2019-10-23 17:52:08,1187064174737809409
2019-10-23 17:51:21,1187063975600627712
2019-10-23 17:50:34,1187063779416256512
2019-10-23 17:48:40,1187063301731209220
2019-10-23 17:46:48,1187062834288648192
2019-10-23 17:46:35,1187062776243589120
2019-10-23 17:45:18,1187062456960651264
2019-10-23 17:45:15,1187062444381872128
2019-10-23 16:35:23,1187044861725286400
2019-10-23 16:32:30,1187044133703159810
2019-10-23 16:32:28,1187044128003149824
2019-10-23 16:06:00,1187037466261446656
2019-10-23 12:40:13,1186985677176655872
2019-10-23 12:39:20,1186985455058898945
2019-10-23 12:29:22,1186982949180317697
2019-10-23 12:29:22,1186982948404449280
2019-10-23 12:29:22,1186982946336624640
2019-10-23 11:59:32,1186975439409078272
2019-10-23 11:59:07,1186975336929599488
2019-10-23 11:36:27,1186969632944611335
2019-10-23 11:32:16,1186968579125792768
2019-10-23 11:09:58,1186962966568165377
2019-10-23 10:59:23,1186960304363716608
2019-10-23 10:58:54,1186960179616718849
2019-10-23 10:58:02,1186959962515394561
2019-10-23 10:57:31,1186959831988686848
2019-10-23 10:56:40,1186959620151087105
2019-10-23 10:56:02,1186959459878350848
2019-10-23 04:21:01,1186860048733163520
2019-10-23 04:20:11,1186859841358311424
2019-10-23 04:19:24,1186859643475255297
2019-10-23 04:19:07,1186859574038597632
2019-10-23 04:18:36,1186859442639376384
2019-10-23 04:15:14,1186858593364172800
2019-10-23 04:14:03,1186858297606979584
2019-10-23 04:10:38,1186857437657214976
2019-10-23 04:08:35,1186856923636948993
2019-10-23 04:07:07,1186856554055852035
2019-10-23 03:54:50,1186853459242426368
2019-10-23 03:50:17,1186852315808092161
2019-10-23 03:43:38,1186850642901557248
2019-10-22 22:18:29,1186768817822806016
2019-10-22 14:08:14,1186645438910349313
